PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=False, d=10, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
8 0.00035713840315179397 0.0003571384033535812 18 18 14
# TT-PIVMGS:    ortho 0 pivot 8 dot 0.8517580801634064
# TT-PIVMGS:    ortho 0 pivot 7 dot 0.7003988576670127
# TT-PIVMGS:    ortho 0 pivot 6 dot -3.237337265222162e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.306830885323615e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -6.352100244059848e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot -9.660676868230287e-08
# TT-PIVMGS:    ortho 0 pivot 4 dot -5.427718049788371e-08
# TT-PIVMGS:    ortho max err 2.735689055856068e-09 , max. rank: 20
9 0.00020073076177307348 0.00020073076545173543 20 20 16
# TT-PIVMGS:    ortho 0 pivot 9 dot 0.8470743205188951
# TT-PIVMGS:    ortho 0 pivot 8 dot 0.7017556689152594
# TT-PIVMGS:    ortho 0 pivot 7 dot -3.315901419802779e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.9096352332050384e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.0055744796870145e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -2.2158340951580324e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 6.344096184810692e-08
# TT-PIVMGS:    ortho 0 pivot 3 dot 4.495269530517456e-08
# TT-PIVMGS:    ortho 0 pivot 0 dot -2.030497421042594e-08
# TT-PIVMGS:    ortho max err 2.2575264469761568e-09 , max. rank: 22
10 0.00011764330570205071 0.0001176433028189476 22 22 18
# TT-PIVMGS:    ortho 0 pivot 10 dot 0.8433331805661989
# TT-PIVMGS:    ortho 0 pivot 9 dot 0.7030453719339285
# TT-PIVMGS:    ortho 0 pivot 8 dot -3.240193847771442e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot -2.4573236195001014e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.3889113541737212e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -3.9567149397179424e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 3.4519605898286187e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.8108737310086435e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot -6.140323315586183e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 2.6964858323747128e-08
# TT-PIVMGS:    ortho max err 4.176802123216422e-09 , max. rank: 24
11 7.142423123052668e-05 7.142430324999547e-05 24 24 18
# TT-PIVMGS:    ortho 0 pivot 11 dot 0.8402617063904397
# TT-PIVMGS:    ortho 0 pivot 10 dot 0.7041431464647137
# TT-PIVMGS:    ortho 0 pivot 9 dot -3.0642696611420453e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot -2.8881609668886254e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.6980192489848486e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot 7.9964324387657e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot -5.707700102446697e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 4.74760487959372e-07
# TT-PIVMGS:    ortho 0 pivot 2 dot -1.230095246255395e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.1906491723047592e-07
# TT-PIVMGS:    ortho max err 1.0956649835826868e-08 , max. rank: 26
# TT-PIVMGS:    ortho 1 pivot 1 dot 1.0956649835826868e-08
# TT-PIVMGS:    ortho max err 9.507685635941647e-09 , max. rank: 26
12 4.469492531307164e-05 4.469486855484872e-05 26 26 20
# TT-PIVMGS:    ortho 0 pivot 12 dot 0.8377534983035222
# TT-PIVMGS:    ortho 0 pivot 11 dot 0.7048205923937787
# TT-PIVMGS:    ortho 0 pivot 9 dot -3.1735192978152305e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot -2.846402341205416e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.8724106867267984e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.3537644434594327e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot 9.29866920466719e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot -6.818201821402921e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 3.2492506567153093e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot -1.7374985957375327e-07
# TT-PIVMGS:    ortho 0 pivot 2 dot 5.769014161473079e-08
# TT-PIVMGS:    ortho 0 pivot 1 dot -2.7552489010153683e-08
# TT-PIVMGS:    ortho max err 2.5766912678064347e-09 , max. rank: 28
13 2.8712937720162064e-05 2.8714072199081955e-05 28 28 22
# TT-PIVMGS:    ortho 0 pivot 13 dot 0.8357305162108335
# TT-PIVMGS:    ortho 0 pivot 12 dot 0.7052211302279302
# TT-PIVMGS:    ortho 0 pivot 10 dot -3.266081900821227e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot -2.5907931610440194e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.9247577029628087e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.8798072852106718e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.4710762559888417e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot -6.861945135204842e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 6.462087505427919e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.7143625470942246e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.6985464686314168e-07
# TT-PIVMGS:    ortho max err 2.2467939337337704e-08 , max. rank: 30
# TT-PIVMGS:    ortho 1 pivot 2 dot -2.2467939337337704e-08
# TT-PIVMGS:    ortho 1 pivot 1 dot 2.041541624862605e-08
# TT-PIVMGS:    ortho max err 7.900721199881068e-09 , max. rank: 30
14 1.8872611241946623e-05 1.887086171934841e-05 30 30 22
# TT-PIVMGS:    ortho 0 pivot 14 dot 0.8340419340806047
# TT-PIVMGS:    ortho 0 pivot 13 dot 0.7053851943525424
# TT-PIVMGS:    ortho 0 pivot 11 dot -3.090802406086751e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 2.5002691983839684e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.270520046747382e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.0158139414951093e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot -1.663237520098046e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot 1.017902361841465e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot -5.596069278307123e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 3.464943730025231e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot -9.154252569561552e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 7.144745567461066e-08
# TT-PIVMGS:    ortho max err 1.7866064416630946e-08 , max. rank: 32
# TT-PIVMGS:    ortho 1 pivot 3 dot 1.7866064416630946e-08
# TT-PIVMGS:    ortho 1 pivot 1 dot 1.1617252379244952e-08
# TT-PIVMGS:    ortho max err 9.712017064676852e-09 , max. rank: 32
15 1.2656736896972469e-05 1.2656756665695152e-05 32 32 24
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.8325756305450673
# TT-PIVMGS:    ortho 0 pivot 14 dot 0.7053757936282083
# TT-PIVMGS:    ortho 0 pivot 11 dot 3.1104686318509517e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.6242963467315583e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.552682209162275e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot -1.8814129195930673e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.372762873151287e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot -1.1458509688502122e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot 5.366807130400631e-07
# TT-PIVMGS:    ortho 0 pivot 8 dot -2.4275493670528753e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.493555232166756e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.1017647034790756e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 8.044319821419801e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 4.149522976860606e-08
# TT-PIVMGS:    ortho 0 pivot 1 dot 2.788888925714058e-08
# TT-PIVMGS:    ortho 0 pivot 0 dot -1.3348419460629149e-09
# TT-PIVMGS:    ortho max err 2.5819624216438797e-14 , max. rank: 34
16 8.64209244358262e-06 8.641990263423691e-06 34 34 26
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.8312886014905578
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.7053799949871975
# TT-PIVMGS:    ortho 0 pivot 12 dot 3.7533908418749262e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 3.1159655376833753e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot -1.883999694436006e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.71139602288305e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot -1.4140509479732e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot 6.939291238145223e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 4.0130213158117226e-07
# TT-PIVMGS:    ortho 0 pivot 9 dot 3.437664476456728e-07
# TT-PIVMGS:    ortho 0 pivot 11 dot -3.310574544675149e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 2.6383562911366874e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 2.1924859389425497e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.049804960195108e-07
# TT-PIVMGS:    ortho 0 pivot 2 dot 5.0077878563679424e-08
# TT-PIVMGS:    ortho max err 2.0835964207447147e-08 , max. rank: 36
# TT-PIVMGS:    ortho 1 pivot 1 dot 2.0835964207447147e-08
# TT-PIVMGS:    ortho max err 4.6689966865819436e-09 , max. rank: 36
17 5.997526096629291e-06 5.997705906152679e-06 36 36 26
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.8301762920171367
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.705501673283921
# TT-PIVMGS:    ortho 0 pivot 13 dot 4.429841262885981e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 3.6930660586055597e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.075309206837038e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.1806018801446133e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 9.489669846852143e-07
# TT-PIVMGS:    ortho 0 pivot 14 dot -9.021282474860892e-07
# TT-PIVMGS:    ortho 0 pivot 15 dot -8.623489633312331e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 8.321326566971318e-07
# TT-PIVMGS:    ortho 0 pivot 12 dot 7.145655901465153e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 5.329711189313918e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 2.5510428986754395e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 2.069336168864823e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 6.302504528034607e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 5.0676761270831245e-08
# TT-PIVMGS:    ortho max err 8.791856134324097e-09 , max. rank: 38
18 4.223831078414204e-06 4.223591691801631e-06 38 38 28
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.8292284172755842
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.7057392455717846
# TT-PIVMGS:    ortho 0 pivot 14 dot 5.136142489269718e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 4.264460096378014e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 2.443219530069013e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 2.166991881805483e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 1.909604372640067e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.6952732532519652e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 9.977022048027456e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 9.890166885150042e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 3.988950405100556e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.8131194415451435e-07
# TT-PIVMGS:    ortho 0 pivot 15 dot 2.614123276178937e-07
# TT-PIVMGS:    ortho 0 pivot 16 dot -2.3901526011171903e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.0276762526556418e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 5.361118038811315e-08
# TT-PIVMGS:    ortho 0 pivot 1 dot 1.7566266138200915e-08
# TT-PIVMGS:    ortho max err 1.1742010208298911e-08 , max. rank: 40
# TT-PIVMGS:    ortho 1 pivot 2 dot 1.1742010208298911e-08
# TT-PIVMGS:    ortho max err 9.885112338639426e-09 , max. rank: 40
19 3.0142626129889753e-06 3.014731525701179e-06 40 40 30
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.8284195122571526
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.70599219052
# TT-PIVMGS:    ortho 0 pivot 15 dot 5.851685004857818e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 4.80771969910837e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 3.1917981660727762e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot 3.154894186473134e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 2.7772956824895917e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 2.52564333754271e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.593932097961135e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 1.5432278472546357e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.1638275402674203e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot 7.41768028584373e-07
# TT-PIVMGS:    ortho 0 pivot 17 dot 4.250272720128512e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 3.431109386212248e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 2.2334726789677208e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 5.253885964147029e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 3.533017638389618e-08
# TT-PIVMGS:    ortho max err 8.467811845716045e-09 , max. rank: 42
20 2.1767179389827606e-06 2.1760363933754577e-06 42 42 31
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.8277278549042077
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.7061813236561316
# TT-PIVMGS:    ortho 0 pivot 16 dot 6.54415672939751e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot 5.295969381662394e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 4.373061013574625e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 4.144236356352221e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 3.319337841240118e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 3.039179721550829e-06
# TT-PIVMGS:    ortho 0 pivot 17 dot 2.889651395478199e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.2310021761742793e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.2857646897214414e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.1851798146045138e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 1.0966714957399981e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot 4.5864159982291364e-07
# TT-PIVMGS:    ortho 0 pivot 8 dot 4.0433679675201846e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 9.868649341552432e-08
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.0431105491789114e-07
# TT-PIVMGS:    ortho max err 1.5511315940243593e-08 , max. rank: 44
# TT-PIVMGS:    ortho 1 pivot 0 dot -1.5511315940243593e-08
# TT-PIVMGS:    ortho 1 pivot 2 dot -1.5386041836700382e-08
# TT-PIVMGS:    ortho max err 7.411524210624914e-09 , max. rank: 44
21 1.5886836344927484e-06 1.588903675938569e-06 44 44 32
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.8271470989249439
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.7063089523256632
# TT-PIVMGS:    ortho 0 pivot 17 dot 7.184884508064371e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 5.705714668804984e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 5.518581345998613e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot 4.9592043993625795e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 4.264328733571965e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 3.9675980780034745e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 3.1989723713815935e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 2.7885446055673363e-06
# TT-PIVMGS:    ortho 0 pivot 19 dot 1.759084758273799e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.6135351412982718e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.3150111378788104e-06
# TT-PIVMGS:    ortho 0 pivot 6 dot 7.468067178810641e-07
# TT-PIVMGS:    ortho 0 pivot 9 dot 4.1885086170343616e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 2.5205076612812814e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.4127927962812124e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 7.214531107132383e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 5.119612499123729e-08
# TT-PIVMGS:    ortho max err 2.5959505074285008e-08 , max. rank: 46
# TT-PIVMGS:    ortho 1 pivot 3 dot 2.5959505074285008e-08
# TT-PIVMGS:    ortho 1 pivot 1 dot 1.0915619673079681e-08
# TT-PIVMGS:    ortho max err 6.3242964277646476e-09 , max. rank: 46
22 1.170576573425298e-06 1.170511596379495e-06 46 46 34
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.8266653844648548
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.7063953902638133
# TT-PIVMGS:    ortho 0 pivot 18 dot 7.761091834146416e-06
# TT-PIVMGS:    ortho 0 pivot 17 dot 6.566923476714753e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 6.024519113115648e-06
# TT-PIVMGS:    ortho 0 pivot 19 dot 5.641254957583497e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 5.620298713909094e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 4.426043342571802e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot 3.239061087658736e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 3.169254372785771e-06
# TT-PIVMGS:    ortho 0 pivot 20 dot 2.412306932472741e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.933704683067727e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 1.2163689994543203e-06
# TT-PIVMGS:    ortho 0 pivot 7 dot 9.77570065812739e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 4.081107196039497e-07
# TT-PIVMGS:    ortho 0 pivot 10 dot 3.377326118114872e-07
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.312095832377031e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.2719932415737947e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 1.2241601762770548e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 8.837616029062949e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 2.648417018910566e-08
# TT-PIVMGS:    ortho max err 1.578034934709684e-08 , max. rank: 48
# TT-PIVMGS:    ortho 1 pivot 1 dot 1.578034934709684e-08
# TT-PIVMGS:    ortho max err 3.801604027833677e-09 , max. rank: 48
23 8.698316667372337e-07 8.703025546184085e-07 48 48 35
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.8262440849204165
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.7064519524755289
# TT-PIVMGS:    ortho 0 pivot 19 dot 8.273320734629441e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 7.494202447253656e-06
# TT-PIVMGS:    ortho 0 pivot 20 dot 6.998640159593117e-06
# TT-PIVMGS:    ortho 0 pivot 17 dot 6.252785658692611e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 6.134622427315939e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot 4.706274034887818e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 3.3484079966393174e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 3.158995419400186e-06
# TT-PIVMGS:    ortho 0 pivot 21 dot 3.06172223957929e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 2.0694080920119484e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.080768749325275e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 9.762102676385588e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 4.768004000136152e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.852061629080469e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.3417614752364625e-07
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.2314106812884307e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.1172018778550594e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 8.151834110357468e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 5.5108269621646734e-08
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.584727362827874e-08
# TT-PIVMGS:    ortho max err 1.9257227119827132e-08 , max. rank: 50
# TT-PIVMGS:    ortho 1 pivot 1 dot 1.9257227119827132e-08
# TT-PIVMGS:    ortho max err 1.0856594164518427e-09 , max. rank: 50
24 6.512487863227273e-07 6.502811384258791e-07 50 50 36
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.8258393465388455
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.7065201183800655
# TT-PIVMGS:    ortho 0 pivot 20 dot 8.731761185029607e-06
# TT-PIVMGS:    ortho 0 pivot 21 dot 8.325524522151406e-06
# TT-PIVMGS:    ortho 0 pivot 19 dot 8.27722686140217e-06
# TT-PIVMGS:    ortho 0 pivot 17 dot 6.501343804948823e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 6.397410992821373e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 4.841947497619646e-06
# TT-PIVMGS:    ortho 0 pivot 22 dot 3.708357781857796e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 3.36017864476304e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 2.9737747487424554e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 2.0163727754722496e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.0058293415026397e-06
# TT-PIVMGS:    ortho 0 pivot 14 dot 6.0288285148348e-07
# TT-PIVMGS:    ortho 0 pivot 7 dot 4.1422037785657467e-07
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.3534325535156525e-07
# TT-PIVMGS:    ortho 0 pivot 10 dot -2.0527401029251258e-07
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.4630254619775202e-07
# TT-PIVMGS:    ortho 0 pivot 6 dot 1.0709678930584951e-07
# TT-PIVMGS:    ortho 0 pivot 4 dot 9.361723935684884e-08
# TT-PIVMGS:    ortho 0 pivot 3 dot 5.39615563057913e-08
# TT-PIVMGS:    ortho 0 pivot 2 dot 4.583549093525592e-08
# TT-PIVMGS:    ortho max err 1.6058011038160513e-08 , max. rank: 52
