PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=0.0001, maxIter=40, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho 0 pivot 14 dot 0.7064841597282705
# TT-PIVMGS:    ortho max err 0.000546230929900986 , max. rank: 30
16 0.0006674486094249706 0.0006536498004177334 27 30 16
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.8234376325551465
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.7072795457901102
# TT-PIVMGS:    ortho max err 0.0002877041214553321 , max. rank: 29
17 0.0005186531896455133 0.0005125749770086796 26 29 16
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.8231251169530436
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.7068919690418484
# TT-PIVMGS:    ortho max err 0.0008062194980336598 , max. rank: 30
18 0.00040593440498126526 0.0004098616716683569 26 30 15
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.8227833866125334
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.706627592894193
# TT-PIVMGS:    ortho max err 0.0017479757138537703 , max. rank: 32
19 0.0003198481119761629 0.0003292266010107909 26 32 15
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.8223646619531026
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.7065658640845834
# TT-PIVMGS:    ortho max err 0.003372903938899753 , max. rank: 32
20 0.00025366668482806263 0.0002715929239811149 26 32 15
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.8219191189186605
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.706817349554666
# TT-PIVMGS:    ortho max err 0.0034486659336634665 , max. rank: 33
21 0.0002024912276025497 0.00023865226332012488 27 33 15
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.821283750604199
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.7069413766195378
# TT-PIVMGS:    ortho max err 0.00446680722293352 , max. rank: 36
22 0.00016277554391838612 0.00019681474575182506 27 36 14
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.8208116276556482
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.7065070515474035
# TT-PIVMGS:    ortho max err 0.0072887533129179375 , max. rank: 37
23 0.0001318194620821704 0.00017457174488025092 28 37 14
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.8201778284232908
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.707310050681734
# TT-PIVMGS:    ortho max err 0.012018245308141053 , max. rank: 38
24 0.00010759125892076175 0.00016153879151878993 29 38 15
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.8200052063771487
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.7062690932442722
# TT-PIVMGS:    ortho max err 0.018160532924573536 , max. rank: 38
25 8.848812234873635e-05 0.00014694466364028846 28 38 14
# Checked resulting residual norm: 0.000147063

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 60 - OK[0m
